"","X.1","X","distance_to_cut_1to4","distance_to_cut_5to40","distance_to_cut_5to9","distance_to_cut_10to40","distance_to_resource_road","HERD_NAME","animal_id","predict_du7","predict_du9","predict_du6","predict_du8"
"246",246,246,28,5,5,5,5,"Chinchaga","new",0.222116531,0.148899570408652,0.33297133545916,0.194487710762619
"247",247,247,29,5,5,5,5,"Chinchaga","new",0.221495371,0.149108155636304,0.331827107933079,0.194312702096637
"248",248,248,30,5,5,5,5,"Chinchaga","new",0.220875455,0.149316981796774,0.330684863106352,0.194137812956571
"249",249,249,0,5,5,5,5,"Snake-Sahtaneh","new",0.240012376,0.143156445538088,0.272843438541348,0.199436530848973
"250",250,250,1,5,5,5,5,"Snake-Sahtaneh","new",0.239356569,0.143358340666257,0.271734767700197,0.199258170587582
"251",251,251,2,5,5,5,5,"Snake-Sahtaneh","new",0.238701991,0.143560472823249,0.270628925194271,0.199079930171067
"252",252,252,3,5,5,5,5,"Snake-Sahtaneh","new",0.238048643,0.143762842152764,0.269525917457733,0.198901809589857
"253",253,253,4,5,5,5,5,"Snake-Sahtaneh","new",0.237396525,0.143965448798199,0.268425750803282,0.198723808834244
"254",254,254,5,5,5,5,5,"Snake-Sahtaneh","new",0.236745639,0.14416829290264,0.267328431422427,0.198545927894387
"255",255,255,6,5,5,5,5,"Snake-Sahtaneh","new",0.236095984,0.14437137460887,0.266233965385768,0.198368166760305
"256",256,256,7,5,5,5,5,"Snake-Sahtaneh","new",0.235447563,0.14457469405936,0.265142358643278,0.198190525421882
"257",257,257,8,5,5,5,5,"Snake-Sahtaneh","new",0.234800375,0.144778251396271,0.264053617024607,0.198013003868868
"258",258,258,9,5,5,5,5,"Snake-Sahtaneh","new",0.234154421,0.144982046761454,0.262967746239382,0.197835602090875
"259",259,259,10,5,5,5,5,"Snake-Sahtaneh","new",0.233509702,0.145186080296446,0.261884751877523,0.197658320077381
"260",260,260,11,5,5,5,5,"Snake-Sahtaneh","new",0.232866219,0.145390352142469,0.260804639409565,0.197481157817727
"261",261,261,12,5,5,5,5,"Snake-Sahtaneh","new",0.232223971,0.145594862440432,0.259727414186989,0.197304115301121
"262",262,262,13,5,5,5,5,"Snake-Sahtaneh","new",0.23158296,0.145799611330924,0.258653081442555,0.197127192516635
"263",263,263,14,5,5,5,5,"Snake-Sahtaneh","new",0.230943186,0.146004598954218,0.257581646290655,0.196950389453206
"264",264,264,15,5,5,5,5,"Snake-Sahtaneh","new",0.23030465,0.146209825450267,0.256513113727663,0.196773706099639
"265",265,265,16,5,5,5,5,"Snake-Sahtaneh","new",0.229667352,0.146415290958702,0.255447488632295,0.196597142444601
"266",266,266,17,5,5,5,5,"Snake-Sahtaneh","new",0.229031293,0.146620995618836,0.254384775765984,0.196420698476627
"267",267,267,18,5,5,5,5,"Snake-Sahtaneh","new",0.228396473,0.146826939569653,0.25332497977325,0.19624437418412
"268",268,268,19,5,5,5,5,"Snake-Sahtaneh","new",0.227762893,0.147033122949816,0.252268105182093,0.196068169555345
"269",269,269,20,5,5,5,5,"Snake-Sahtaneh","new",0.227130553,0.147239545897661,0.251214156404373,0.195892084578438
"270",270,270,21,5,5,5,5,"Snake-Sahtaneh","new",0.226499454,0.147446208551196,0.250163137736221,0.195716119241398
"271",271,271,22,5,5,5,5,"Snake-Sahtaneh","new",0.225869596,0.147653111048102,0.249115053358437,0.195540273532095
"272",272,272,23,5,5,5,5,"Snake-Sahtaneh","new",0.225240979,0.147860253525729,0.248069907336906,0.195364547438262
"273",273,273,24,5,5,5,5,"Snake-Sahtaneh","new",0.224613604,0.148067636121095,0.247027703623019,0.195188940947503
"274",274,274,25,5,5,5,5,"Snake-Sahtaneh","new",0.223987472,0.148275258970886,0.245988446054095,0.195013454047287
"275",275,275,26,5,5,5,5,"Snake-Sahtaneh","new",0.223362582,0.148483122211454,0.244952138353824,0.194838086724953
"276",276,276,27,5,5,5,5,"Snake-Sahtaneh","new",0.222738935,0.148691225978816,0.243918784132696,0.194662838967705
"277",277,277,28,5,5,5,5,"Snake-Sahtaneh","new",0.222116531,0.148899570408652,0.242888386888456,0.194487710762619
"278",278,278,29,5,5,5,5,"Snake-Sahtaneh","new",0.221495371,0.149108155636304,0.241860950006555,0.194312702096637
"279",279,279,30,5,5,5,5,"Snake-Sahtaneh","new",0.220875455,0.149316981796774,0.240836476760607,0.194137812956571
"280",280,280,0,5,5,5,5,"Maxhamish","new",0.240012376,0.143156445538088,0.29452802570278,0.199436530848973
"281",281,281,1,5,5,5,5,"Maxhamish","new",0.239356569,0.143358340666257,0.293928350828099,0.199258170587582
"282",282,282,2,5,5,5,5,"Maxhamish","new",0.238701991,0.143560472823249,0.293329389254373,0.199079930171067
"283",283,283,3,5,5,5,5,"Maxhamish","new",0.238048643,0.143762842152764,0.292731142202701,0.198901809589857
"284",284,284,4,5,5,5,5,"Maxhamish","new",0.237396525,0.143965448798199,0.292133610885322,0.198723808834244
"285",285,285,5,5,5,5,5,"Maxhamish","new",0.236745639,0.14416829290264,0.291536796505612,0.198545927894387
"286",286,286,6,5,5,5,5,"Maxhamish","new",0.236095984,0.14437137460887,0.290940700258092,0.198368166760305
"287",287,287,7,5,5,5,5,"Maxhamish","new",0.235447563,0.14457469405936,0.290345323328425,0.198190525421882
"288",288,288,8,5,5,5,5,"Maxhamish","new",0.234800375,0.144778251396271,0.289750666893426,0.198013003868868
"289",289,289,9,5,5,5,5,"Maxhamish","new",0.234154421,0.144982046761454,0.28915673212106,0.197835602090875
"290",290,290,10,5,5,5,5,"Maxhamish","new",0.233509702,0.145186080296446,0.28856352017045,0.197658320077381
"291",291,291,11,5,5,5,5,"Maxhamish","new",0.232866219,0.145390352142469,0.287971032191876,0.197481157817727
"292",292,292,12,5,5,5,5,"Maxhamish","new",0.232223971,0.145594862440432,0.287379269326786,0.197304115301121
"293",293,293,13,5,5,5,5,"Maxhamish","new",0.23158296,0.145799611330924,0.286788232707792,0.197127192516635
"294",294,294,14,5,5,5,5,"Maxhamish","new",0.230943186,0.146004598954218,0.286197923458682,0.196950389453206
"295",295,295,15,5,5,5,5,"Maxhamish","new",0.23030465,0.146209825450267,0.28560834269442,0.196773706099639
"296",296,296,16,5,5,5,5,"Maxhamish","new",0.229667352,0.146415290958702,0.285019491521151,0.196597142444601
"297",297,297,17,5,5,5,5,"Maxhamish","new",0.229031293,0.146620995618836,0.284431371036209,0.196420698476627
"298",298,298,18,5,5,5,5,"Maxhamish","new",0.228396473,0.146826939569653,0.283843982328121,0.19624437418412
"299",299,299,19,5,5,5,5,"Maxhamish","new",0.227762893,0.147033122949816,0.283257326476609,0.196068169555345
"300",300,300,20,5,5,5,5,"Maxhamish","new",0.227130553,0.147239545897661,0.282671404552601,0.195892084578438
"301",301,301,21,5,5,5,5,"Maxhamish","new",0.226499454,0.147446208551196,0.282086217618233,0.195716119241398
"302",302,302,22,5,5,5,5,"Maxhamish","new",0.225869596,0.147653111048102,0.281501766726858,0.195540273532095
"303",303,303,23,5,5,5,5,"Maxhamish","new",0.225240979,0.147860253525729,0.280918052923049,0.195364547438262
"304",304,304,24,5,5,5,5,"Maxhamish","new",0.224613604,0.148067636121095,0.280335077242607,0.195188940947503
"305",305,305,25,5,5,5,5,"Maxhamish","new",0.223987472,0.148275258970886,0.279752840712568,0.195013454047287
"306",306,306,26,5,5,5,5,"Maxhamish","new",0.223362582,0.148483122211454,0.279171344351207,0.194838086724953
"307",307,307,27,5,5,5,5,"Maxhamish","new",0.222738935,0.148691225978816,0.27859058916805,0.194662838967705
"308",308,308,28,5,5,5,5,"Maxhamish","new",0.222116531,0.148899570408652,0.278010576163877,0.194487710762619
"309",309,309,29,5,5,5,5,"Maxhamish","new",0.221495371,0.149108155636304,0.277431306330728,0.194312702096637
"310",310,310,30,5,5,5,5,"Maxhamish","new",0.220875455,0.149316981796774,0.276852780651917,0.194137812956571
"311",311,311,0,5,5,5,5,"Rainbows","new",0.40026875,0.143156445538088,0.335492036643733,0.199436530848973
"312",312,312,1,5,5,5,5,"Rainbows","new",0.399744877,0.143358340666257,0.334479808892497,0.199258170587582
"313",313,313,2,5,5,5,5,"Rainbows","new",0.399221233,0.143560472823249,0.333469102575034,0.199079930171067
"314",314,314,3,5,5,5,5,"Rainbows","new",0.39869782,0.143762842152764,0.332459924673809,0.198901809589857
"315",315,315,4,5,5,5,5,"Rainbows","new",0.398174638,0.143965448798199,0.331452282118679,0.198723808834244
"316",316,316,5,5,5,5,5,"Rainbows","new",0.397651689,0.14416829290264,0.330446181786781,0.198545927894387
"317",317,317,6,5,5,5,5,"Rainbows","new",0.397128973,0.14437137460887,0.329441630502423,0.198368166760305
"318",318,318,7,5,5,5,5,"Rainbows","new",0.396606492,0.14457469405936,0.328438635036981,0.198190525421882
"319",319,319,8,5,5,5,5,"Rainbows","new",0.396084246,0.144778251396271,0.327437202108806,0.198013003868868
"320",320,320,9,5,5,5,5,"Rainbows","new",0.395562238,0.144982046761454,0.326437338383117,0.197835602090875
"321",321,321,10,5,5,5,5,"Rainbows","new",0.395040467,0.145186080296446,0.325439050471918,0.197658320077381
"322",322,322,11,5,5,5,5,"Rainbows","new",0.394518936,0.145390352142469,0.324442344933902,0.197481157817727
"323",323,323,12,5,5,5,5,"Rainbows","new",0.393997645,0.145594862440432,0.32344722827437,0.197304115301121
"324",324,324,13,5,5,5,5,"Rainbows","new",0.393476594,0.145799611330924,0.322453706945148,0.197127192516635
"325",325,325,14,5,5,5,5,"Rainbows","new",0.392955786,0.146004598954218,0.321461787344504,0.196950389453206
"326",326,326,15,5,5,5,5,"Rainbows","new",0.392435222,0.146209825450267,0.32047147581708,0.196773706099639
"327",327,327,16,5,5,5,5,"Rainbows","new",0.391914901,0.146415290958702,0.319482778653814,0.196597142444601
"328",328,328,17,5,5,5,5,"Rainbows","new",0.391394827,0.146620995618836,0.318495702091876,0.196420698476627
"329",329,329,18,5,5,5,5,"Rainbows","new",0.390874998,0.146826939569653,0.317510252314601,0.19624437418412
"330",330,330,19,5,5,5,5,"Rainbows","new",0.390355418,0.147033122949816,0.316526435451427,0.196068169555345
"331",331,331,20,5,5,5,5,"Rainbows","new",0.389836086,0.147239545897661,0.315544257577839,0.195892084578438
"332",332,332,21,5,5,5,5,"Rainbows","new",0.389317003,0.147446208551196,0.314563724715314,0.195716119241398
"333",333,333,22,5,5,5,5,"Rainbows","new",0.388798172,0.147653111048102,0.313584842831269,0.195540273532095
"334",334,334,23,5,5,5,5,"Rainbows","new",0.388279592,0.147860253525729,0.312607617839014,0.195364547438262
"335",335,335,24,5,5,5,5,"Rainbows","new",0.387761265,0.148067636121095,0.311632055597707,0.195188940947503
"336",336,336,25,5,5,5,5,"Rainbows","new",0.387243192,0.148275258970886,0.310658161912312,0.195013454047287
"337",337,337,26,5,5,5,5,"Rainbows","new",0.386725374,0.148483122211454,0.309685942533566,0.194838086724953
"338",338,338,27,5,5,5,5,"Rainbows","new",0.386207812,0.148691225978816,0.308715403157938,0.194662838967705
"339",339,339,28,5,5,5,5,"Rainbows","new",0.385690507,0.148899570408652,0.307746549427603,0.194487710762619
"340",340,340,29,5,5,5,5,"Rainbows","new",0.38517346,0.149108155636304,0.306779386930413,0.194312702096637
"341",341,341,30,5,5,5,5,"Rainbows","new",0.384656672,0.149316981796774,0.305813921199871,0.194137812956571
"342",342,342,0,5,5,5,5,"Charlotte Alplands","new",0.450797548,0.143156445538088,0.335492036643733,0.199436530848973
"343",343,343,1,5,5,5,5,"Charlotte Alplands","new",0.451519766,0.143358340666257,0.334479808892497,0.199258170587582
"344",344,344,2,5,5,5,5,"Charlotte Alplands","new",0.452242188,0.143560472823249,0.333469102575034,0.199079930171067
"345",345,345,3,5,5,5,5,"Charlotte Alplands","new",0.452964812,0.143762842152764,0.332459924673809,0.198901809589857
"346",346,346,4,5,5,5,5,"Charlotte Alplands","new",0.453687633,0.143965448798199,0.331452282118679,0.198723808834244
"347",347,347,5,5,5,5,5,"Charlotte Alplands","new",0.45441065,0.14416829290264,0.330446181786781,0.198545927894387
"348",348,348,6,5,5,5,5,"Charlotte Alplands","new",0.455133859,0.14437137460887,0.329441630502423,0.198368166760305
"349",349,349,7,5,5,5,5,"Charlotte Alplands","new",0.455857258,0.14457469405936,0.328438635036981,0.198190525421882
"350",350,350,8,5,5,5,5,"Charlotte Alplands","new",0.456580843,0.144778251396271,0.327437202108806,0.198013003868868
"351",351,351,9,5,5,5,5,"Charlotte Alplands","new",0.457304611,0.144982046761454,0.326437338383117,0.197835602090875
"352",352,352,10,5,5,5,5,"Charlotte Alplands","new",0.458028559,0.145186080296446,0.325439050471918,0.197658320077381
"353",353,353,11,5,5,5,5,"Charlotte Alplands","new",0.458752685,0.145390352142469,0.324442344933902,0.197481157817727
"354",354,354,12,5,5,5,5,"Charlotte Alplands","new",0.459476985,0.145594862440432,0.32344722827437,0.197304115301121
"355",355,355,13,5,5,5,5,"Charlotte Alplands","new",0.460201456,0.145799611330924,0.322453706945148,0.197127192516635
"356",356,356,14,5,5,5,5,"Charlotte Alplands","new",0.460926096,0.146004598954218,0.321461787344504,0.196950389453206
"357",357,357,15,5,5,5,5,"Charlotte Alplands","new",0.4616509,0.146209825450267,0.32047147581708,0.196773706099639
"358",358,358,16,5,5,5,5,"Charlotte Alplands","new",0.462375867,0.146415290958702,0.319482778653814,0.196597142444601
"359",359,359,17,5,5,5,5,"Charlotte Alplands","new",0.463100993,0.146620995618836,0.318495702091876,0.196420698476627
"360",360,360,18,5,5,5,5,"Charlotte Alplands","new",0.463826275,0.146826939569653,0.317510252314601,0.19624437418412
"361",361,361,19,5,5,5,5,"Charlotte Alplands","new",0.46455171,0.147033122949816,0.316526435451427,0.196068169555345
"362",362,362,20,5,5,5,5,"Charlotte Alplands","new",0.465277295,0.147239545897661,0.315544257577839,0.195892084578438
"363",363,363,21,5,5,5,5,"Charlotte Alplands","new",0.466003027,0.147446208551196,0.314563724715314,0.195716119241398
"364",364,364,22,5,5,5,5,"Charlotte Alplands","new",0.466728903,0.147653111048102,0.313584842831269,0.195540273532095
"365",365,365,23,5,5,5,5,"Charlotte Alplands","new",0.46745492,0.147860253525729,0.312607617839014,0.195364547438262
"366",366,366,24,5,5,5,5,"Charlotte Alplands","new",0.468181074,0.148067636121095,0.311632055597707,0.195188940947503
"367",367,367,25,5,5,5,5,"Charlotte Alplands","new",0.468907364,0.148275258970886,0.310658161912312,0.195013454047287
"368",368,368,26,5,5,5,5,"Charlotte Alplands","new",0.469633785,0.148483122211454,0.309685942533566,0.194838086724953
"369",369,369,27,5,5,5,5,"Charlotte Alplands","new",0.470360335,0.148691225978816,0.308715403157938,0.194662838967705
"370",370,370,28,5,5,5,5,"Charlotte Alplands","new",0.471087011,0.148899570408652,0.307746549427603,0.194487710762619
"371",371,371,29,5,5,5,5,"Charlotte Alplands","new",0.471813809,0.149108155636304,0.306779386930413,0.194312702096637
"372",372,372,30,5,5,5,5,"Charlotte Alplands","new",0.472540727,0.149316981796774,0.305813921199871,0.194137812956571
"373",373,373,0,5,5,5,5,"Spatsizi","new",0.177782865,0.143156445538088,0.335492036643733,0.199436530848973
"374",374,374,1,5,5,5,5,"Spatsizi","new",0.177272463,0.143358340666257,0.334479808892497,0.199258170587582
"375",375,375,2,5,5,5,5,"Spatsizi","new",0.17676321,0.143560472823249,0.333469102575034,0.199079930171067
"376",376,376,3,5,5,5,5,"Spatsizi","new",0.176255107,0.143762842152764,0.332459924673809,0.198901809589857
"377",377,377,4,5,5,5,5,"Spatsizi","new",0.175748153,0.143965448798199,0.331452282118679,0.198723808834244
"378",378,378,5,5,5,5,5,"Spatsizi","new",0.175242347,0.14416829290264,0.330446181786781,0.198545927894387
"379",379,379,6,5,5,5,5,"Spatsizi","new",0.174737688,0.14437137460887,0.329441630502423,0.198368166760305
"380",380,380,7,5,5,5,5,"Spatsizi","new",0.174234175,0.14457469405936,0.328438635036981,0.198190525421882
"381",381,381,8,5,5,5,5,"Spatsizi","new",0.173731807,0.144778251396271,0.327437202108806,0.198013003868868
"382",382,382,9,5,5,5,5,"Spatsizi","new",0.173230585,0.144982046761454,0.326437338383117,0.197835602090875
"383",383,383,10,5,5,5,5,"Spatsizi","new",0.172730506,0.145186080296446,0.325439050471918,0.197658320077381
"384",384,384,11,5,5,5,5,"Spatsizi","new",0.172231569,0.145390352142469,0.324442344933902,0.197481157817727
"385",385,385,12,5,5,5,5,"Spatsizi","new",0.171733775,0.145594862440432,0.32344722827437,0.197304115301121
"386",386,386,13,5,5,5,5,"Spatsizi","new",0.171237122,0.145799611330924,0.322453706945148,0.197127192516635
"387",387,387,14,5,5,5,5,"Spatsizi","new",0.170741609,0.146004598954218,0.321461787344504,0.196950389453206
"388",388,388,15,5,5,5,5,"Spatsizi","new",0.170247236,0.146209825450267,0.32047147581708,0.196773706099639
"389",389,389,16,5,5,5,5,"Spatsizi","new",0.169754001,0.146415290958702,0.319482778653814,0.196597142444601
"390",390,390,17,5,5,5,5,"Spatsizi","new",0.169261903,0.146620995618836,0.318495702091876,0.196420698476627
"391",391,391,18,5,5,5,5,"Spatsizi","new",0.168770942,0.146826939569653,0.317510252314601,0.19624437418412
"392",392,392,19,5,5,5,5,"Spatsizi","new",0.168281117,0.147033122949816,0.316526435451427,0.196068169555345
"393",393,393,20,5,5,5,5,"Spatsizi","new",0.167792426,0.147239545897661,0.315544257577839,0.195892084578438
"394",394,394,21,5,5,5,5,"Spatsizi","new",0.167304869,0.147446208551196,0.314563724715314,0.195716119241398
"395",395,395,22,5,5,5,5,"Spatsizi","new",0.166818445,0.147653111048102,0.313584842831269,0.195540273532095
"396",396,396,23,5,5,5,5,"Spatsizi","new",0.166333152,0.147860253525729,0.312607617839014,0.195364547438262
"397",397,397,24,5,5,5,5,"Spatsizi","new",0.16584899,0.148067636121095,0.311632055597707,0.195188940947503
"398",398,398,25,5,5,5,5,"Spatsizi","new",0.165365958,0.148275258970886,0.310658161912312,0.195013454047287
"399",399,399,26,5,5,5,5,"Spatsizi","new",0.164884055,0.148483122211454,0.309685942533566,0.194838086724953
"400",400,400,27,5,5,5,5,"Spatsizi","new",0.164403279,0.148691225978816,0.308715403157938,0.194662838967705
"401",401,401,28,5,5,5,5,"Spatsizi","new",0.16392363,0.148899570408652,0.307746549427603,0.194487710762619
"402",402,402,29,5,5,5,5,"Spatsizi","new",0.163445107,0.149108155636304,0.306779386930413,0.194312702096637
"403",403,403,30,5,5,5,5,"Spatsizi","new",0.162967708,0.149316981796774,0.305813921199871,0.194137812956571
"404",404,404,0,5,5,5,5,"Pink Mountain","new",0.127161267,0.143156445538088,0.335492036643733,0.199436530848973
"405",405,405,1,5,5,5,5,"Pink Mountain","new",0.129172786,0.143358340666257,0.334479808892497,0.199258170587582
"406",406,406,2,5,5,5,5,"Pink Mountain","new",0.131211341,0.143560472823249,0.333469102575034,0.199079930171067
"407",407,407,3,5,5,5,5,"Pink Mountain","new",0.133277144,0.143762842152764,0.332459924673809,0.198901809589857
"408",408,408,4,5,5,5,5,"Pink Mountain","new",0.135370403,0.143965448798199,0.331452282118679,0.198723808834244
"409",409,409,5,5,5,5,5,"Pink Mountain","new",0.137491324,0.14416829290264,0.330446181786781,0.198545927894387
"410",410,410,6,5,5,5,5,"Pink Mountain","new",0.139640107,0.14437137460887,0.329441630502423,0.198368166760305
"411",411,411,7,5,5,5,5,"Pink Mountain","new",0.141816952,0.14457469405936,0.328438635036981,0.198190525421882
"412",412,412,8,5,5,5,5,"Pink Mountain","new",0.14402205,0.144778251396271,0.327437202108806,0.198013003868868
"413",413,413,9,5,5,5,5,"Pink Mountain","new",0.146255592,0.144982046761454,0.326437338383117,0.197835602090875
"414",414,414,10,5,5,5,5,"Pink Mountain","new",0.148517762,0.145186080296446,0.325439050471918,0.197658320077381
"415",415,415,11,5,5,5,5,"Pink Mountain","new",0.150808742,0.145390352142469,0.324442344933902,0.197481157817727
"416",416,416,12,5,5,5,5,"Pink Mountain","new",0.153128705,0.145594862440432,0.32344722827437,0.197304115301121
"417",417,417,13,5,5,5,5,"Pink Mountain","new",0.155477824,0.145799611330924,0.322453706945148,0.197127192516635
"418",418,418,14,5,5,5,5,"Pink Mountain","new",0.157856262,0.146004598954218,0.321461787344504,0.196950389453206
"419",419,419,15,5,5,5,5,"Pink Mountain","new",0.16026418,0.146209825450267,0.32047147581708,0.196773706099639
"420",420,420,16,5,5,5,5,"Pink Mountain","new",0.162701733,0.146415290958702,0.319482778653814,0.196597142444601
"421",421,421,17,5,5,5,5,"Pink Mountain","new",0.165169067,0.146620995618836,0.318495702091876,0.196420698476627
"422",422,422,18,5,5,5,5,"Pink Mountain","new",0.167666325,0.146826939569653,0.317510252314601,0.19624437418412
"423",423,423,19,5,5,5,5,"Pink Mountain","new",0.170193643,0.147033122949816,0.316526435451427,0.196068169555345
"424",424,424,20,5,5,5,5,"Pink Mountain","new",0.172751149,0.147239545897661,0.315544257577839,0.195892084578438
"425",425,425,21,5,5,5,5,"Pink Mountain","new",0.175338967,0.147446208551196,0.314563724715314,0.195716119241398
"426",426,426,22,5,5,5,5,"Pink Mountain","new",0.177957211,0.147653111048102,0.313584842831269,0.195540273532095
"427",427,427,23,5,5,5,5,"Pink Mountain","new",0.180605989,0.147860253525729,0.312607617839014,0.195364547438262
"428",428,428,24,5,5,5,5,"Pink Mountain","new",0.183285402,0.148067636121095,0.311632055597707,0.195188940947503
"429",429,429,25,5,5,5,5,"Pink Mountain","new",0.185995544,0.148275258970886,0.310658161912312,0.195013454047287
"430",430,430,26,5,5,5,5,"Pink Mountain","new",0.188736498,0.148483122211454,0.309685942533566,0.194838086724953
"431",431,431,27,5,5,5,5,"Pink Mountain","new",0.191508341,0.148691225978816,0.308715403157938,0.194662838967705
"432",432,432,28,5,5,5,5,"Pink Mountain","new",0.194311142,0.148899570408652,0.307746549427603,0.194487710762619
"433",433,433,29,5,5,5,5,"Pink Mountain","new",0.197144961,0.149108155636304,0.306779386930413,0.194312702096637
"434",434,434,30,5,5,5,5,"Pink Mountain","new",0.200009848,0.149316981796774,0.305813921199871,0.194137812956571
"435",435,435,0,5,5,5,5,"Muskwa","new",0.053543479,0.143156445538088,0.335492036643733,0.199436530848973
"436",436,436,1,5,5,5,5,"Muskwa","new",0.05374664,0.143358340666257,0.334479808892497,0.199258170587582
"437",437,437,2,5,5,5,5,"Muskwa","new",0.053950528,0.143560472823249,0.333469102575034,0.199079930171067
"438",438,438,3,5,5,5,5,"Muskwa","new",0.054155145,0.143762842152764,0.332459924673809,0.198901809589857
"439",439,439,4,5,5,5,5,"Muskwa","new",0.054360494,0.143965448798199,0.331452282118679,0.198723808834244
"440",440,440,5,5,5,5,5,"Muskwa","new",0.054566577,0.14416829290264,0.330446181786781,0.198545927894387
"441",441,441,6,5,5,5,5,"Muskwa","new",0.054773395,0.14437137460887,0.329441630502423,0.198368166760305
"442",442,442,7,5,5,5,5,"Muskwa","new",0.054980952,0.14457469405936,0.328438635036981,0.198190525421882
"443",443,443,8,5,5,5,5,"Muskwa","new",0.055189249,0.144778251396271,0.327437202108806,0.198013003868868
"444",444,444,9,5,5,5,5,"Muskwa","new",0.05539829,0.144982046761454,0.326437338383117,0.197835602090875
"445",445,445,10,5,5,5,5,"Muskwa","new",0.055608075,0.145186080296446,0.325439050471918,0.197658320077381
"446",446,446,11,5,5,5,5,"Muskwa","new",0.055818608,0.145390352142469,0.324442344933902,0.197481157817727
"447",447,447,12,5,5,5,5,"Muskwa","new",0.056029891,0.145594862440432,0.32344722827437,0.197304115301121
"448",448,448,13,5,5,5,5,"Muskwa","new",0.056241926,0.145799611330924,0.322453706945148,0.197127192516635
"449",449,449,14,5,5,5,5,"Muskwa","new",0.056454715,0.146004598954218,0.321461787344504,0.196950389453206
"450",450,450,15,5,5,5,5,"Muskwa","new",0.056668261,0.146209825450267,0.32047147581708,0.196773706099639
"451",451,451,16,5,5,5,5,"Muskwa","new",0.056882566,0.146415290958702,0.319482778653814,0.196597142444601
"452",452,452,17,5,5,5,5,"Muskwa","new",0.057097633,0.146620995618836,0.318495702091876,0.196420698476627
"453",453,453,18,5,5,5,5,"Muskwa","new",0.057313463,0.146826939569653,0.317510252314601,0.19624437418412
"454",454,454,19,5,5,5,5,"Muskwa","new",0.057530059,0.147033122949816,0.316526435451427,0.196068169555345
"455",455,455,20,5,5,5,5,"Muskwa","new",0.057747424,0.147239545897661,0.315544257577839,0.195892084578438
"456",456,456,21,5,5,5,5,"Muskwa","new",0.057965559,0.147446208551196,0.314563724715314,0.195716119241398
"457",457,457,22,5,5,5,5,"Muskwa","new",0.058184468,0.147653111048102,0.313584842831269,0.195540273532095
"458",458,458,23,5,5,5,5,"Muskwa","new",0.058404152,0.147860253525729,0.312607617839014,0.195364547438262
"459",459,459,24,5,5,5,5,"Muskwa","new",0.058624614,0.148067636121095,0.311632055597707,0.195188940947503
"460",460,460,25,5,5,5,5,"Muskwa","new",0.058845856,0.148275258970886,0.310658161912312,0.195013454047287
"461",461,461,26,5,5,5,5,"Muskwa","new",0.05906788,0.148483122211454,0.309685942533566,0.194838086724953
"462",462,462,27,5,5,5,5,"Muskwa","new",0.05929069,0.148691225978816,0.308715403157938,0.194662838967705
"463",463,463,28,5,5,5,5,"Muskwa","new",0.059514287,0.148899570408652,0.307746549427603,0.194487710762619
"464",464,464,29,5,5,5,5,"Muskwa","new",0.059738673,0.149108155636304,0.306779386930413,0.194312702096637
"465",465,465,30,5,5,5,5,"Muskwa","new",0.059963852,0.149316981796774,0.305813921199871,0.194137812956571
"466",466,466,0,5,5,5,5,"Frog","new",0.24050463,0.143156445538088,0.335492036643733,0.199436530848973
"467",467,467,1,5,5,5,5,"Frog","new",0.240314701,0.143358340666257,0.334479808892497,0.199258170587582
"468",468,468,2,5,5,5,5,"Frog","new",0.240124875,0.143560472823249,0.333469102575034,0.199079930171067
"469",469,469,3,5,5,5,5,"Frog","new",0.239935151,0.143762842152764,0.332459924673809,0.198901809589857
"470",470,470,4,5,5,5,5,"Frog","new",0.23974553,0.143965448798199,0.331452282118679,0.198723808834244
"471",471,471,5,5,5,5,5,"Frog","new",0.239556012,0.14416829290264,0.330446181786781,0.198545927894387
"472",472,472,6,5,5,5,5,"Frog","new",0.239366596,0.14437137460887,0.329441630502423,0.198368166760305
"473",473,473,7,5,5,5,5,"Frog","new",0.239177283,0.14457469405936,0.328438635036981,0.198190525421882
"474",474,474,8,5,5,5,5,"Frog","new",0.238988072,0.144778251396271,0.327437202108806,0.198013003868868
"475",475,475,9,5,5,5,5,"Frog","new",0.238798964,0.144982046761454,0.326437338383117,0.197835602090875
"476",476,476,10,5,5,5,5,"Frog","new",0.238609959,0.145186080296446,0.325439050471918,0.197658320077381
"477",477,477,11,5,5,5,5,"Frog","new",0.238421057,0.145390352142469,0.324442344933902,0.197481157817727
"478",478,478,12,5,5,5,5,"Frog","new",0.238232257,0.145594862440432,0.32344722827437,0.197304115301121
"479",479,479,13,5,5,5,5,"Frog","new",0.238043561,0.145799611330924,0.322453706945148,0.197127192516635
"480",480,480,14,5,5,5,5,"Frog","new",0.237854967,0.146004598954218,0.321461787344504,0.196950389453206
"481",481,481,15,5,5,5,5,"Frog","new",0.237666475,0.146209825450267,0.32047147581708,0.196773706099639
"482",482,482,16,5,5,5,5,"Frog","new",0.237478087,0.146415290958702,0.319482778653814,0.196597142444601
"483",483,483,17,5,5,5,5,"Frog","new",0.237289802,0.146620995618836,0.318495702091876,0.196420698476627
"484",484,484,18,5,5,5,5,"Frog","new",0.237101619,0.146826939569653,0.317510252314601,0.19624437418412
"485",485,485,19,5,5,5,5,"Frog","new",0.236913539,0.147033122949816,0.316526435451427,0.196068169555345
"486",486,486,20,5,5,5,5,"Frog","new",0.236725562,0.147239545897661,0.315544257577839,0.195892084578438
